parcelle_id,date,culture,rendement_estime,rendement_final,progression
P004,2023-10-31,Tournesol,2.7,2.844693590250345,100.0
P004,2023-11-30,Tournesol,2.6,2.844693590250345,100.0
P004,2023-12-31,Tournesol,2.83,2.844693590250345,100.0
P004,2024-01-31,Tournesol,2.74,2.844693590250345,100.0
P004,2024-02-29,Tournesol,2.88,2.844693590250345,100.0
P004,2024-03-31,Tournesol,0.0,,0.0
P004,2024-04-30,Tournesol,0.44,,20.0
P004,2024-05-31,Tournesol,0.88,,40.7
P004,2024-06-30,Tournesol,1.33,,60.7
P004,2024-07-31,Tournesol,1.68,,81.3
P004,2024-08-31,Tournesol,1.87,2.071240747893996,100.0
P004,2024-09-30,Tournesol,1.88,2.071240747893996,100.0
P004,2024-10-31,Tournesol,1.99,2.071240747893996,100.0
P004,2024-11-30,Tournesol,02.01,2.071240747893996,100.0
P004,2024-12-31,Tournesol,02.05,2.071240747893996,100.0
P005,2020-01-31,Mais,0.0,,0.0
P005,2020-02-29,Mais,1.33,,16.1
P005,2020-03-31,Mais,0.0,,0.0
P005,2020-04-30,Mais,2.17,,16.7
P005,2020-05-31,Mais,4.16,,33.9
P005,2020-06-30,Mais,5.47,,50.6
P005,2020-07-31,Mais,7.54,,67.8
P005,2020-08-31,Mais,9.1,,85.0
P005,2020-09-30,Mais,10.7,11.71780996520436,100.0
P005,2020-10-31,Tournesol,0.0,,0.0
P005,2020-11-30,Tournesol,0.58,,20.0
P005,2020-12-31,Tournesol,1.1,,40.7
P005,2021-01-31,Tournesol,1.75,,61.3
P005,2021-02-28,Tournesol,2.53,,80.0
P005,2021-03-31,Mais,0.0,,0.0
P005,2021-04-30,Mais,0.0,,0.0
P005,2021-05-31,Mais,02.03,,17.2
P005,2021-06-30,Mais,4.15,,33.9
P005,2021-07-31,Mais,5.63,,51.1
P005,2021-08-31,Mais,6.62,,68.3
P005,2021-09-30,Mais,8.58,,85.0
P005,2021-10-31,Mais,0.0,,0.0
P005,2021-11-30,Mais,1.46,,16.7
P005,2021-12-31,Mais,3.3,,33.9
P005,2022-01-31,Mais,4.87,,51.1
P005,2022-02-28,Mais,6.32,,66.7
P005,2022-03-31,Tournesol,0.0,,0.0
P005,2022-04-30,Tournesol,0.47,,20.0
P005,2022-05-31,Tournesol,0.88,,40.7
P005,2022-06-30,Tournesol,1.23,,60.7
P005,2022-07-31,Tournesol,1.71,,81.3
P005,2022-08-31,Tournesol,1.89,2.08319211884936,100.0
P005,2022-09-30,Tournesol,1.92,2.08319211884936,100.0
P005,2022-10-31,Mais,0.0,,0.0
P005,2022-11-30,Mais,1.15,,16.7
P005,2022-12-31,Mais,2.21,,33.9
P005,2023-01-31,Mais,3.75,,51.1
P005,2023-02-28,Mais,5.1,,66.7
P005,2023-03-31,Mais,6.96,,83.9
P005,2023-04-30,Tournesol,0.0,,0.0
P005,2023-05-31,Tournesol,0.62,,20.7
P005,2023-06-30,Tournesol,01.07,,40.7
P005,2023-07-31,Tournesol,1.63,,61.3
P005,2023-08-31,Tournesol,2.25,,82.0
P005,2023-09-30,Tournesol,2.72,2.833099035290764,100.0
P005,2023-10-31,Ble,0.0,,0.0
P005,2023-11-30,Ble,0.83,,12.5
P005,2023-12-31,Ble,1.98,,25.4
P005,2024-01-31,Ble,3.22,,38.3
P005,2024-02-29,Ble,4.35,,50.4
P005,2024-03-31,Ble,0.0,,0.0
P005,2024-04-30,Mais,0.0,,0.0
P005,2024-05-31,Mais,1.99,,17.2
P005,2024-06-30,Mais,4.27,,33.9
P005,2024-07-31,Mais,5.78,,51.1
P005,2024-08-31,Mais,7.65,,68.3
P005,2024-09-30,Mais,8.12,,85.0
P005,2024-10-31,Mais,0.0,,0.0
P005,2024-11-30,Mais,1.63,,16.7
P005,2024-12-31,Mais,3.13,,33.9
P006,2020-01-31,Ble,0.0,,0.0
P006,2020-02-29,Ble,0.61,,12.1
P006,2020-03-31,Mais,0.0,,0.0
P006,2020-04-30,Ble,0.0,,0.0
P006,2020-05-31,Ble,0.64,,12.9
P006,2020-06-30,Ble,1.31,,25.4
P006,2020-07-31,Ble,1.79,,38.3
P006,2020-08-31,Ble,2.22,,51.2
P006,2020-09-30,Ble,2.75,,63.7
P006,2020-10-31,Tournesol,0.0,,0.0
P006,2020-11-30,Tournesol,0.67,,20.0
P006,2020-12-31,Tournesol,1.46,,40.7
P006,2021-01-31,Tournesol,2.52,,61.3
P006,2021-02-28,Tournesol,03.07,,80.0
P006,2021-03-31,Mais,0.0,,0.0
P006,2021-04-30,Tournesol,0.0,,0.0
P006,2021-05-31,Tournesol,0.87,,20.7
P006,2021-06-30,Tournesol,1.52,,40.7
P006,2021-07-31,Tournesol,2.22,,61.3
P006,2021-08-31,Tournesol,2.83,,82.0
P006,2021-09-30,Tournesol,3.73,3.865959949720919,100.0
P006,2021-10-31,Ble,0.0,,0.0
P006,2021-11-30,Ble,0.56,,12.5
P006,2021-12-31,Ble,1.23,,25.4
P006,2022-01-31,Ble,1.82,,38.3
P006,2022-02-28,Ble,2.64,,50.0
P006,2022-03-31,Ble,0.0,,0.0
P006,2022-04-30,Ble,0.0,,0.0
P006,2022-05-31,Ble,0.94,,12.9
P006,2022-06-30,Ble,1.61,,25.4
P006,2022-07-31,Ble,2.1,,38.3
P006,2022-08-31,Ble,2.98,,51.2
P006,2022-09-30,Ble,3.78,,63.7
P006,2022-10-31,Ble,4.62,,76.7
P006,2022-11-30,Ble,06.03,,89.2
P006,2022-12-31,Ble,6.23,6.609237938563112,100.0
P006,2023-01-31,Ble,6.81,6.609237938563112,100.0
P006,2023-02-28,Ble,6.58,6.609237938563112,100.0
P006,2023-03-31,Ble,7.3,6.609237938563112,100.0
P006,2023-04-30,Mais,0.0,,0.0
P006,2023-05-31,Mais,1.85,,17.2
P006,2023-06-30,Mais,03.09,,33.9
P006,2023-07-31,Mais,4.58,,51.1
P006,2023-08-31,Mais,5.73,,68.3
P006,2023-09-30,Mais,7.34,,85.0
P006,2023-10-31,Tournesol,0.0,,0.0
P006,2023-11-30,Tournesol,0.66,,20.0
P006,2023-12-31,Tournesol,1.52,,40.7
P006,2024-01-31,Tournesol,2.45,,61.3
P006,2024-02-29,Tournesol,3.29,,80.7
P006,2024-03-31,Tournesol,4.21,3.81823586472903,100.0
P006,2024-04-30,Tournesol,0.0,,0.0
P006,2024-05-31,Tournesol,0.47,,20.7
P006,2024-06-30,Tournesol,0.9,,40.7
P006,2024-07-31,Tournesol,1.21,,61.3
P006,2024-08-31,Tournesol,1.63,,82.0
P006,2024-09-30,Tournesol,1.73,2.1526016921807107,100.0
P006,2024-10-31,Mais,0.0,,0.0
P006,2024-11-30,Mais,1.33,,16.7
P006,2024-12-31,Mais,2.84,,33.9
P007,2020-01-31,Mais,0.0,,0.0
P007,2020-02-29,Mais,2.3,,16.1
P007,2020-03-31,Ble,0.0,,0.0
P007,2020-04-30,Ble,0.0,,0.0
P007,2020-05-31,Ble,0.67,,12.9
P007,2020-06-30,Ble,1.18,,25.4
P007,2020-07-31,Ble,1.8,,38.3
P007,2020-08-31,Ble,2.22,,51.2
P007,2020-09-30,Ble,2.84,,63.7
P007,2020-10-31,Ble,3.45,,76.7
P007,2020-11-30,Ble,4.4,,89.2
P007,2020-12-31,Ble,4.78,4.959266022472114,100.0
P007,2021-01-31,Ble,4.76,4.959266022472114,100.0
P007,2021-02-28,Ble,5.74,4.959266022472114,100.0
P007,2021-03-31,Ble,5.91,4.959266022472114,100.0
P007,2021-04-30,Tournesol,0.0,,0.0
P007,2021-05-31,Tournesol,0.64,,20.7
P007,2021-06-30,Tournesol,1.37,,40.7
P007,2021-07-31,Tournesol,1.72,,61.3
P007,2021-08-31,Tournesol,2.33,,82.0
P007,2021-09-30,Tournesol,2.87,3.2152531381424563,100.0
P007,2021-10-31,Tournesol,2.99,3.2152531381424563,100.0
P007,2021-11-30,Tournesol,2.82,3.2152531381424563,100.0
P007,2021-12-31,Tournesol,3.25,3.2152531381424563,100.0
P007,2022-01-31,Tournesol,3.32,3.2152531381424563,100.0
P007,2022-02-28,Tournesol,3.6,3.2152531381424563,100.0
P007,2022-03-31,Mais,0.0,,0.0
P007,2022-04-30,Mais,0.0,,0.0
P007,2022-05-31,Mais,1.72,,17.2
P007,2022-06-30,Mais,3.65,,33.9
P007,2022-07-31,Mais,4.93,,51.1
P007,2022-08-31,Mais,5.54,,68.3
P007,2022-09-30,Mais,6.74,,85.0
P007,2022-10-31,Mais,0.0,,0.0
P007,2022-11-30,Mais,1.53,,16.7
P007,2022-12-31,Mais,2.82,,33.9
P007,2023-01-31,Mais,4.4,,51.1
P007,2023-02-28,Mais,6.53,,66.7
P007,2023-03-31,Ble,0.0,,0.0
P007,2023-04-30,Tournesol,0.0,,0.0
P007,2023-05-31,Tournesol,0.85,,20.7
P007,2023-06-30,Tournesol,1.59,,40.7
P007,2023-07-31,Tournesol,2.24,,61.3
P007,2023-08-31,Tournesol,3.12,,82.0
P007,2023-09-30,Tournesol,3.14,3.806267820384093,100.0
P007,2023-10-31,Tournesol,0.0,,0.0
P007,2023-11-30,Tournesol,0.69,,20.0
P007,2023-12-31,Tournesol,1.47,,40.7
P007,2024-01-31,Tournesol,2.34,,61.3
P007,2024-02-29,Tournesol,3.34,,80.7
P007,2024-03-31,Ble,0.0,,0.0
P007,2024-04-30,Tournesol,0.0,,0.0
P007,2024-05-31,Tournesol,0.57,,20.7
P007,2024-06-30,Tournesol,1.12,,40.7
P007,2024-07-31,Tournesol,1.55,,61.3
P007,2024-08-31,Tournesol,1.88,,82.0
P007,2024-09-30,Tournesol,2.3,2.619925913342854,100.0
P007,2024-10-31,Tournesol,2.5,2.619925913342854,100.0
P007,2024-11-30,Tournesol,2.57,2.619925913342854,100.0
P007,2024-12-31,Tournesol,2.93,2.619925913342854,100.0
P008,2020-01-31,Ble,0.0,,0.0
P008,2020-02-29,Ble,0.72,,12.1
P008,2020-03-31,Tournesol,0.0,,0.0
P008,2020-04-30,Mais,0.0,,0.0
P008,2020-05-31,Mais,1.3,,17.2
P008,2020-06-30,Mais,2.62,,33.9
P008,2020-07-31,Mais,3.81,,51.1
P008,2020-08-31,Mais,4.75,,68.3
P008,2020-09-30,Mais,5.57,,85.0
P008,2020-10-31,Tournesol,0.0,,0.0
P008,2020-11-30,Tournesol,0.51,,20.0
P008,2020-12-31,Tournesol,0.96,,40.7
P008,2021-01-31,Tournesol,1.72,,61.3
P008,2021-02-28,Tournesol,2.25,,80.0
P008,2021-03-31,Mais,0.0,,0.0
P008,2021-04-30,Ble,0.0,,0.0
P008,2021-05-31,Ble,0.87,,12.9
P008,2021-06-30,Ble,1.59,,25.4
P008,2021-07-31,Ble,2.23,,38.3
P008,2021-08-31,Ble,2.88,,51.2
P008,2021-09-30,Ble,3.59,,63.7
P008,2021-10-31,Mais,0.0,,0.0
P008,2021-11-30,Mais,1.27,,16.7
P008,2021-12-31,Mais,2.47,,33.9
P008,2022-01-31,Mais,04.01,,51.1
P008,2022-02-28,Mais,5.23,,66.7
P008,2022-03-31,Tournesol,0.0,,0.0
P008,2022-04-30,Tournesol,0.93,,20.0
P008,2022-05-31,Tournesol,1.71,,40.7
P008,2022-06-30,Tournesol,2.46,,60.7
P008,2022-07-31,Tournesol,3.11,,81.3
P008,2022-08-31,Tournesol,3.54,3.9155897270064903,100.0
P008,2022-09-30,Tournesol,3.84,3.9155897270064903,100.0
P008,2022-10-31,Tournesol,3.16,3.9155897270064903,100.0
P008,2022-11-30,Tournesol,3.78,3.9155897270064903,100.0
P008,2022-12-31,Tournesol,4.3,3.9155897270064903,100.0
P008,2023-01-31,Tournesol,4.12,3.9155897270064903,100.0
P008,2023-02-28,Tournesol,4.43,3.9155897270064903,100.0
P008,2023-03-31,Tournesol,4.25,3.9155897270064903,100.0
P008,2023-04-30,Mais,0.0,,0.0
P008,2023-05-31,Mais,1.37,,17.2
P008,2023-06-30,Mais,2.82,,33.9
P008,2023-07-31,Mais,4.2,,51.1
P008,2023-08-31,Mais,4.86,,68.3
P008,2023-09-30,Mais,5.64,,85.0
P008,2023-10-31,Ble,0.0,,0.0
P008,2023-11-30,Ble,0.47,,12.5
P008,2023-12-31,Ble,0.98,,25.4
P008,2024-01-31,Ble,1.76,,38.3
P008,2024-02-29,Ble,2.3,,50.4
P008,2024-03-31,Mais,0.0,,0.0
P008,2024-04-30,Mais,0.0,,0.0
P008,2024-05-31,Mais,02.06,,17.2
P008,2024-06-30,Mais,3.42,,33.9
P008,2024-07-31,Mais,5.75,,51.1
P008,2024-08-31,Mais,6.41,,68.3
P008,2024-09-30,Mais,8.23,,85.0
P008,2024-10-31,Mais,0.0,,0.0
P008,2024-11-30,Mais,1.18,,16.7
P008,2024-12-31,Mais,2.52,,33.9
P009,2020-01-31,Tournesol,0.0,,0.0
P009,2020-02-29,Tournesol,0.57,,19.3
P009,2020-03-31,Ble,0.0,,0.0
P009,2020-04-30,Ble,0.66,,12.5
P009,2020-05-31,Ble,1.19,,25.4
P009,2020-06-30,Ble,1.87,,37.9
P009,2020-07-31,Ble,2.51,,50.8
P009,2020-08-31,Ble,03.01,,63.7
P009,2020-09-30,Ble,2.97,,76.2
P009,2020-10-31,Ble,3.91,,89.2
P009,2020-11-30,Ble,4.6,4.674870354372757,100.0
P009,2020-12-31,Ble,5.2,4.674870354372757,100.0
P009,2021-01-31,Ble,4.53,4.674870354372757,100.0
P009,2021-02-28,Ble,5.24,4.674870354372757,100.0
P009,2021-03-31,Mais,0.0,,0.0
P009,2021-04-30,Tournesol,0.0,,0.0
P009,2021-05-31,Tournesol,0.72,,20.7
P009,2021-06-30,Tournesol,1.45,,40.7
P009,2021-07-31,Tournesol,2.15,,61.3
P009,2021-08-31,Tournesol,2.39,,82.0
P009,2021-09-30,Tournesol,2.83,3.359291175682556,100.0
P009,2021-10-31,Ble,0.0,,0.0
P009,2021-11-30,Ble,0.87,,12.5
P009,2021-12-31,Ble,1.96,,25.4
P009,2022-01-31,Ble,03.02,,38.3
P009,2022-02-28,Ble,3.89,,50.0
P009,2022-03-31,Ble,4.97,,62.9
P009,2022-04-30,Mais,0.0,,0.0
P009,2022-05-31,Mais,1.66,,17.2
P009,2022-06-30,Mais,2.77,,33.9
P009,2022-07-31,Mais,4.22,,51.1
P009,2022-08-31,Mais,5.17,,68.3
P009,2022-09-30,Mais,6.7,,85.0
P009,2022-10-31,Mais,7.44,8.824285255345274,100.0
P009,2022-11-30,Mais,08.04,8.824285255345274,100.0
P009,2022-12-31,Mais,8.57,8.824285255345274,100.0
P009,2023-01-31,Mais,8.75,8.824285255345274,100.0
P009,2023-02-28,Mais,8.46,8.824285255345274,100.0
P009,2023-03-31,Mais,9.33,8.824285255345274,100.0
P009,2023-04-30,Ble,0.0,,0.0
P009,2023-05-31,Ble,1.0,,12.9
P009,2023-06-30,Ble,1.88,,25.4
P009,2023-07-31,Ble,2.7,,38.3
P009,2023-08-31,Ble,3.63,,51.2
P009,2023-09-30,Ble,3.95,,63.7
P009,2023-10-31,Ble,0.0,,0.0
P009,2023-11-30,Ble,0.84,,12.5
P009,2023-12-31,Ble,1.7,,25.4
P009,2024-01-31,Ble,2.73,,38.3
P009,2024-02-29,Ble,3.38,,50.4
P009,2024-03-31,Ble,4.91,,63.3
P009,2024-04-30,Tournesol,0.0,,0.0
P009,2024-05-31,Tournesol,0.44,,20.7
P009,2024-06-30,Tournesol,0.86,,40.7
P009,2024-07-31,Tournesol,1.25,,61.3
P009,2024-08-31,Tournesol,1.64,,82.0
P009,2024-09-30,Tournesol,1.75,2.0730810372969573,100.0
P009,2024-10-31,Ble,0.0,,0.0
P009,2024-11-30,Ble,0.73,,12.5
P009,2024-12-31,Ble,1.43,,25.4
P010,2020-01-31,Ble,0.0,,0.0
P010,2020-02-29,Ble,0.89,,12.1
P010,2020-03-31,Tournesol,0.0,,0.0
P010,2020-04-30,Ble,0.0,,0.0
P010,2020-05-31,Ble,0.94,,12.9
P010,2020-06-30,Ble,1.77,,25.4
P010,2020-07-31,Ble,2.51,,38.3
P010,2020-08-31,Ble,2.91,,51.2
P010,2020-09-30,Ble,3.78,,63.7
P010,2020-10-31,Ble,4.91,,76.7
P010,2020-11-30,Ble,06.06,,89.2
P010,2020-12-31,Ble,6.96,6.887732317015904,100.0
P010,2021-01-31,Ble,07.08,6.887732317015904,100.0
P010,2021-02-28,Ble,7.83,6.887732317015904,100.0
P010,2021-03-31,Mais,0.0,,0.0
P010,2021-04-30,Mais,0.0,,0.0
P010,2021-05-31,Mais,1.92,,17.2
P010,2021-06-30,Mais,3.47,,33.9
P010,2021-07-31,Mais,4.77,,51.1
