date,temperature,humidite,precipitation,rayonnement_solaire,vitesse_vent,direction_vent
2020-01-04 13:00:00,4.48,95.0,0.0,467.48,3.7,225.4
2020-01-04 14:00:00,6.86,95.0,0.0,503.9,10.3,274.8
2020-01-04 15:00:00,7.71,95.0,0.0,287.23,7.6,93.4
2020-01-04 16:00:00,9.65,91.72,0.0,135.87,5.2,120.9
2020-01-04 17:00:00,8.11,95.0,0.0,0.0,7.4,352.2
2020-01-04 18:00:00,10.23,93.28,0.0,0.0,2.7,350.6
2020-01-04 19:00:00,10.64,86.55,0.0,0.0,7.8,327.4
2020-01-04 20:00:00,10.01,93.77,0.0,0.0,5.2,299.3
2020-01-04 21:00:00,10.74,95.0,0.0,0.0,2.8,70.0
2020-01-04 22:00:00,9.89,95.0,0.0,0.0,6.1,119.0
2020-01-04 23:00:00,7.92,95.0,0.0,0.0,6.5,16.0
2020-01-05 00:00:00,7.43,95.0,0.0,0.0,5.4,355.4
2020-01-05 01:00:00,7.96,95.0,0.0,0.0,4.8,276.7
2020-01-05 02:00:00,3.82,95.0,0.0,0.0,6.2,122.5
2020-01-05 03:00:00,4.2,95.0,0.0,0.0,5.9,350.2
2020-01-05 04:00:00,3.54,91.18,0.0,0.0,5.5,220.5
2020-01-05 05:00:00,1.63,95.0,0.0,0.0,3.2,298.9
2020-01-05 06:00:00,0.86,95.0,0.0,0.0,3.0,11.4
2020-01-05 07:00:00,0.98,95.0,0.0,0.0,6.6,161.7
2020-01-05 08:00:00,-1.19,95.0,0.0,146.27,6.0,172.2
2020-01-05 09:00:00,01.01,92.34,0.0,359.05,3.3,169.3
2020-01-05 10:00:00,0.98,95.0,0.0,342.79,6.4,135.7
2020-01-05 11:00:00,2.62,95.0,0.0,426.12,3.4,240.6
2020-01-05 12:00:00,2.0,95.0,0.0,519.3,6.7,208.4
2020-01-05 13:00:00,3.75,95.0,0.0,597.32,4.6,50.5
2020-01-05 14:00:00,3.58,95.0,0.0,476.96,4.6,204.6
2020-01-05 15:00:00,6.78,95.0,0.0,298.13,7.4,242.8
2020-01-05 16:00:00,8.89,95.0,0.0,185.03,5.4,116.5
2020-01-05 17:00:00,7.59,95.0,0.0,0.0,9.1,307.0
2020-01-05 18:00:00,9.64,95.0,0.0,0.0,2.3,105.1
2020-01-05 19:00:00,11.3,79.22,0.0,0.0,7.5,222.1
2020-01-05 20:00:00,9.68,91.25,0.0,0.0,3.7,343.9
2020-01-05 21:00:00,9.74,89.18,0.0,0.0,6.8,260.9
2020-01-05 22:00:00,8.85,90.12,0.0,0.0,5.3,40.3
2020-01-05 23:00:00,09.08,95.0,0.0,0.0,6.0,227.2
2020-01-06 00:00:00,7.93,92.17,0.0,0.0,4.5,48.5
2020-01-06 01:00:00,7.32,95.0,0.0,0.0,8.4,38.7
2020-01-06 02:00:00,6.27,95.0,0.0,0.0,5.8,98.6
2020-01-06 03:00:00,4.58,95.0,0.0,0.0,5.8,274.4
2020-01-06 04:00:00,5.75,95.0,0.0,0.0,5.6,147.2
2020-01-06 05:00:00,-0.72,95.0,0.0,0.0,8.2,320.0
2020-01-06 06:00:00,2.26,95.0,0.0,0.0,4.7,251.7
2020-01-06 07:00:00,0.53,95.0,0.0,0.0,3.7,259.9
2020-01-06 08:00:00,0.71,95.0,0.0,193.1,5.8,64.9
2020-01-06 09:00:00,0.24,95.0,0.0,332.0,5.2,3.5
2020-01-06 10:00:00,1.64,95.0,0.0,452.14,3.6,299.7
2020-01-06 11:00:00,1.68,95.0,0.0,566.61,4.3,122.5
2020-01-06 12:00:00,3.41,94.13,0.0,521.69,3.4,276.6
2020-01-06 13:00:00,3.4,95.0,0.0,449.74,6.1,208.9
2020-01-06 14:00:00,05.04,95.0,0.0,499.95,4.7,287.3
2020-01-06 15:00:00,9.2,95.0,0.0,257.65,6.6,242.1
2020-01-06 16:00:00,7.48,95.0,0.0,134.87,4.3,274.0
2020-01-06 17:00:00,9.43,95.0,0.0,0.0,5.6,61.6
2020-01-06 18:00:00,8.26,95.0,0.0,0.0,3.4,347.3
2020-01-06 19:00:00,10.31,87.77,0.0,0.0,6.2,76.9
2020-01-06 20:00:00,10.44,95.0,0.0,0.0,4.2,54.1
2020-01-06 21:00:00,10.45,95.0,0.0,0.0,3.1,324.5
2020-01-06 22:00:00,10.0,90.58,0.0,0.0,4.4,327.0
2020-01-06 23:00:00,09.06,95.0,0.0,0.0,6.3,261.3
2020-01-07 00:00:00,07.09,95.0,0.0,0.0,4.0,35.2
2020-01-07 01:00:00,6.76,94.33,0.0,0.0,5.9,199.2
2020-01-07 02:00:00,6.77,95.0,0.0,0.0,1.8,353.2
2020-01-07 03:00:00,3.28,95.0,01.02,0.0,7.1,133.0
2020-01-07 04:00:00,3.76,95.0,0.0,0.0,4.0,114.5
2020-01-07 05:00:00,1.15,95.0,0.0,0.0,4.4,224.2
2020-01-07 06:00:00,03.04,95.0,0.0,0.0,6.5,48.7
2020-01-07 07:00:00,2.74,95.0,0.0,0.0,0.4,15.3
2020-01-07 08:00:00,1.7,95.0,0.0,142.82,5.0,230.0
2020-01-07 09:00:00,1.36,95.0,0.0,332.9,1.5,26.1
2020-01-07 10:00:00,1.8,95.0,0.0,391.74,3.1,136.3
2020-01-07 11:00:00,1.41,95.0,0.0,573.88,4.7,80.6
2020-01-07 12:00:00,1.15,95.0,0.0,437.15,11.4,68.8
2020-01-07 13:00:00,02.04,95.0,0.0,583.83,6.0,73.9
2020-01-07 14:00:00,5.0,95.0,0.0,348.69,3.6,178.1
2020-01-07 15:00:00,6.83,88.41,0.0,319.21,2.1,331.0
2020-01-07 16:00:00,8.0,95.0,0.0,138.85,2.1,189.8
2020-01-07 17:00:00,8.47,86.54,0.0,0.0,3.8,146.2
2020-01-07 18:00:00,9.57,88.0,0.0,0.0,3.6,338.8
2020-01-07 19:00:00,11.09,95.0,0.0,0.0,4.5,260.9
2020-01-07 20:00:00,9.1,95.0,0.0,0.0,3.1,310.2
2020-01-07 21:00:00,10.62,88.94,0.0,0.0,3.8,281.2
2020-01-07 22:00:00,8.86,92.5,0.0,0.0,6.1,197.1
2020-01-07 23:00:00,8.89,95.0,0.0,0.0,8.1,29.5
2020-01-08 00:00:00,5.92,95.0,0.0,0.0,5.8,194.1
2020-01-08 01:00:00,08.09,95.0,0.0,0.0,6.6,141.1
2020-01-08 02:00:00,5.27,95.0,0.0,0.0,1.2,130.5
2020-01-08 03:00:00,04.05,95.0,0.0,0.0,5.3,339.9
2020-01-08 04:00:00,5.92,95.0,0.0,0.0,6.6,107.6
2020-01-08 05:00:00,3.22,95.0,0.0,0.0,1.4,310.6
2020-01-08 06:00:00,2.46,90.88,0.0,0.0,5.9,192.0
2020-01-08 07:00:00,1.13,95.0,0.0,0.0,5.3,82.9
2020-01-08 08:00:00,0.59,95.0,0.0,145.01,6.0,257.4
2020-01-08 09:00:00,0.49,95.0,0.0,343.89,2.8,79.2
2020-01-08 10:00:00,1.54,95.0,0.0,386.53,6.9,72.0
2020-01-08 11:00:00,1.45,95.0,0.0,510.2,5.9,65.2
2020-01-08 12:00:00,2.33,95.0,0.0,562.43,2.1,80.7
2020-01-08 13:00:00,3.15,95.0,0.0,439.6,3.8,107.9
2020-01-08 14:00:00,5.47,95.0,0.0,352.15,5.4,244.6
2020-01-08 15:00:00,7.69,95.0,0.0,289.64,7.3,188.7
2020-01-08 16:00:00,8.28,88.56,0.0,159.69,5.8,148.0
2020-01-08 17:00:00,10.02,85.41,0.0,0.0,1.1,186.8
2020-01-08 18:00:00,9.65,95.0,0.0,0.0,7.3,329.3
2020-01-08 19:00:00,10.98,90.8,0.0,0.0,0.3,71.6
2020-01-08 20:00:00,10.74,87.51,0.0,0.0,6.5,137.4
2020-01-08 21:00:00,9.75,84.13,0.0,0.0,4.1,346.5
2020-01-08 22:00:00,8.49,95.0,0.0,0.0,6.9,346.5
2020-01-08 23:00:00,8.68,95.0,0.0,0.0,5.5,351.4
2020-01-09 00:00:00,7.88,95.0,0.0,0.0,6.9,31.6
2020-01-09 01:00:00,7.67,95.0,0.0,0.0,6.2,203.7
2020-01-09 02:00:00,5.95,95.0,0.0,0.0,4.7,182.0
2020-01-09 03:00:00,4.36,93.5,0.0,0.0,10.9,74.3
2020-01-09 04:00:00,2.17,95.0,0.0,0.0,3.2,72.0
2020-01-09 05:00:00,2.26,95.0,0.0,0.0,6.0,300.9
2020-01-09 06:00:00,01.03,95.0,0.0,0.0,0.6,125.6
2020-01-09 07:00:00,1.35,95.0,0.0,0.0,3.9,84.1
2020-01-09 08:00:00,-2.2,95.0,0.0,158.75,5.1,356.6
2020-01-09 09:00:00,0.31,95.0,0.0,277.71,2.3,322.6
2020-01-09 10:00:00,01.04,95.0,0.0,332.64,4.1,225.4
2020-01-09 11:00:00,2.41,95.0,0.0,434.86,5.3,146.1
2020-01-09 12:00:00,2.31,95.0,0.0,438.76,7.2,271.4
2020-01-09 13:00:00,5.96,95.0,0.0,536.01,6.5,166.5
2020-01-09 14:00:00,6.82,86.96,0.0,354.16,4.6,36.8
2020-01-09 15:00:00,7.74,83.77,0.0,294.55,1.1,101.0
2020-01-09 16:00:00,8.12,93.51,0.0,116.49,0.6,330.9
2020-01-09 17:00:00,10.25,95.0,0.0,0.0,8.6,81.0
2020-01-09 18:00:00,10.88,95.0,0.0,0.0,3.0,9.3
2020-01-09 19:00:00,10.51,93.13,0.0,0.0,3.7,209.6
2020-01-09 20:00:00,8.76,86.52,0.0,0.0,5.7,303.8
2020-01-09 21:00:00,10.92,95.0,0.0,0.0,2.9,191.9
2020-01-09 22:00:00,9.82,95.0,0.0,0.0,7.0,97.4
2020-01-09 23:00:00,10.1,95.0,0.0,0.0,6.4,16.7
2020-01-10 00:00:00,8.59,95.0,0.0,0.0,7.9,210.8
2020-01-10 01:00:00,6.45,92.63,0.0,0.0,5.6,203.8
2020-01-10 02:00:00,6.11,94.98,0.0,0.0,6.4,196.5
2020-01-10 03:00:00,3.62,95.0,0.0,0.0,2.9,126.6
2020-01-10 04:00:00,3.85,95.0,0.0,0.0,8.1,309.7
2020-01-10 05:00:00,01.07,95.0,0.0,0.0,1.5,140.0
2020-01-10 06:00:00,1.89,95.0,0.0,0.0,6.5,344.3
2020-01-10 07:00:00,0.25,95.0,0.0,0.0,4.5,148.6
2020-01-10 08:00:00,-0.96,95.0,0.0,166.37,3.9,242.7
2020-01-10 09:00:00,0.93,95.0,0.0,316.67,1.4,280.8
2020-01-10 10:00:00,1.69,95.0,0.0,469.94,9.2,307.5
2020-01-10 11:00:00,2.47,95.0,0.0,479.1,9.5,217.3
2020-01-10 12:00:00,3.63,95.0,0.0,647.84,5.9,180.5
2020-01-10 13:00:00,4.52,95.0,0.0,485.04,6.4,207.3
2020-01-10 14:00:00,6.99,95.0,0.0,325.4,7.8,291.2
2020-01-10 15:00:00,6.5,91.78,0.0,236.77,2.6,160.4
2020-01-10 16:00:00,7.96,95.0,0.0,154.36,6.8,174.8
2020-01-10 17:00:00,9.53,95.0,0.0,0.0,8.4,104.2
2020-01-10 18:00:00,8.75,94.73,0.0,0.0,8.0,257.6
2020-01-10 19:00:00,10.39,95.0,0.0,0.0,6.0,75.3
2020-01-10 20:00:00,9.84,87.03,0.0,0.0,4.2,99.6
2020-01-10 21:00:00,10.15,93.41,0.0,0.0,5.9,265.5
2020-01-10 22:00:00,10.13,95.0,0.0,0.0,0.8,53.1
2020-01-10 23:00:00,8.64,90.27,0.0,0.0,2.7,314.7
2020-01-11 00:00:00,6.48,95.0,0.0,0.0,3.7,132.5
2020-01-11 01:00:00,08.01,95.0,0.0,0.0,4.9,81.7
2020-01-11 02:00:00,5.72,95.0,0.0,0.0,2.4,137.2
2020-01-11 03:00:00,4.56,93.96,0.0,0.0,5.2,252.0
2020-01-11 04:00:00,3.5,89.33,0.0,0.0,4.6,143.5
2020-01-11 05:00:00,4.23,95.0,0.0,0.0,4.2,358.2
2020-01-11 06:00:00,1.86,95.0,0.0,0.0,4.8,3.9
2020-01-11 07:00:00,-0.0,95.0,0.0,0.0,9.7,118.7
2020-01-11 08:00:00,1.95,95.0,0.0,165.69,6.2,331.3
2020-01-11 09:00:00,0.65,95.0,0.0,231.86,5.9,289.8
2020-01-11 10:00:00,2.17,95.0,0.0,412.55,5.6,21.9
2020-01-11 11:00:00,2.31,95.0,0.0,454.06,7.1,323.1
2020-01-11 12:00:00,2.94,95.0,0.0,442.33,8.3,171.6
2020-01-11 13:00:00,5.22,95.0,0.0,492.06,4.6,336.1
2020-01-11 14:00:00,6.4,95.0,0.0,439.96,3.8,260.0
2020-01-11 15:00:00,6.28,95.0,0.0,305.47,8.8,231.0
2020-01-11 16:00:00,7.68,94.03,0.0,128.82,5.1,349.0
2020-01-11 17:00:00,9.3,95.0,0.0,0.0,5.3,219.8
2020-01-11 18:00:00,8.85,95.0,0.0,0.0,6.7,131.6
2020-01-11 19:00:00,10.6,95.0,0.0,0.0,4.2,251.8
2020-01-11 20:00:00,11.21,94.76,0.0,0.0,7.0,155.5
2020-01-11 21:00:00,12.95,88.21,0.0,0.0,7.0,58.6
2020-01-11 22:00:00,9.51,87.71,0.0,0.0,6.6,355.3
2020-01-11 23:00:00,8.26,76.16,0.0,0.0,1.1,214.7
2020-01-12 00:00:00,8.46,95.0,0.0,0.0,5.1,122.2
2020-01-12 01:00:00,8.2,95.0,0.0,0.0,3.8,286.1
2020-01-12 02:00:00,6.23,95.0,0.0,0.0,5.8,279.0
2020-01-12 03:00:00,5.25,95.0,0.0,0.0,4.3,148.6
2020-01-12 04:00:00,4.62,95.0,0.0,0.0,9.8,245.9
2020-01-12 05:00:00,1.13,95.0,0.0,0.0,7.1,249.8
2020-01-12 06:00:00,01.09,95.0,0.0,0.0,4.7,236.1
2020-01-12 07:00:00,0.69,95.0,0.0,0.0,5.3,15.4
2020-01-12 08:00:00,1.95,95.0,0.0,160.98,2.3,132.0
2020-01-12 09:00:00,0.68,95.0,0.0,351.18,6.2,25.0
2020-01-12 10:00:00,-0.32,95.0,0.0,400.33,6.0,245.1
2020-01-12 11:00:00,2.26,95.0,0.0,458.18,4.3,345.7
2020-01-12 12:00:00,3.38,95.0,0.0,585.39,8.7,331.6
2020-01-12 13:00:00,2.88,95.0,0.0,521.14,6.0,275.9
2020-01-12 14:00:00,06.02,95.0,0.0,378.62,2.4,114.3
2020-01-12 15:00:00,8.11,88.77,0.0,303.41,2.7,107.1
2020-01-12 16:00:00,10.12,95.0,0.0,148.42,9.5,17.3
2020-01-12 17:00:00,11.21,95.0,0.0,0.0,5.8,222.3
2020-01-12 18:00:00,10.32,89.91,0.0,0.0,2.5,297.9
2020-01-12 19:00:00,12.3,88.49,0.0,0.0,10.7,343.6
2020-01-12 20:00:00,10.39,92.48,0.0,0.0,2.3,291.1
2020-01-12 21:00:00,12.25,95.0,0.0,0.0,5.0,139.4
2020-01-12 22:00:00,10.74,95.0,0.0,0.0,5.2,262.5
2020-01-12 23:00:00,8.66,93.01,0.0,0.0,4.7,18.3
2020-01-13 00:00:00,6.99,95.0,0.0,0.0,3.7,122.5
2020-01-13 01:00:00,6.14,95.0,0.0,0.0,6.0,36.1
2020-01-13 02:00:00,5.83,93.15,0.0,0.0,4.0,295.1
2020-01-13 03:00:00,5.16,95.0,0.0,0.0,4.6,341.9
2020-01-13 04:00:00,3.0,95.0,0.0,0.0,8.2,127.3
2020-01-13 05:00:00,0.9,95.0,0.0,0.0,4.0,191.2
2020-01-13 06:00:00,1.48,95.0,0.0,0.0,3.7,292.3
2020-01-13 07:00:00,-0.15,95.0,0.0,0.0,3.0,73.3
2020-01-13 08:00:00,2.72,95.0,0.0,178.1,8.0,3.0
2020-01-13 09:00:00,0.9,95.0,0.0,350.76,1.6,314.4
2020-01-13 10:00:00,2.63,95.0,0.0,441.25,3.0,343.8
2020-01-13 11:00:00,02.01,92.14,0.0,438.0,5.5,148.9
2020-01-13 12:00:00,4.21,95.0,0.0,568.8,3.6,40.0
2020-01-13 13:00:00,5.83,94.17,0.0,556.36,4.7,160.5
2020-01-13 14:00:00,3.96,90.29,0.0,413.96,5.6,74.3
2020-01-13 15:00:00,6.31,95.0,0.0,330.34,6.0,141.7
2020-01-13 16:00:00,7.89,92.31,0.0,169.61,7.5,261.8
2020-01-13 17:00:00,10.25,95.0,0.0,0.0,2.1,46.7
2020-01-13 18:00:00,10.36,95.0,0.0,0.0,3.9,168.7
2020-01-13 19:00:00,10.61,91.31,0.0,0.0,5.3,281.2
2020-01-13 20:00:00,10.19,95.0,0.0,0.0,3.9,219.0
2020-01-13 21:00:00,12.06,95.0,0.0,0.0,4.7,325.6
2020-01-13 22:00:00,11.2,95.0,0.0,0.0,6.0,211.2
2020-01-13 23:00:00,8.19,95.0,0.0,0.0,1.7,144.5
2020-01-14 00:00:00,9.4,95.0,0.0,0.0,5.1,323.3
2020-01-14 01:00:00,6.82,95.0,0.0,0.0,5.7,353.2
2020-01-14 02:00:00,6.94,91.79,0.0,0.0,5.6,194.8
2020-01-14 03:00:00,4.89,95.0,0.0,0.0,4.9,171.7
2020-01-14 04:00:00,4.25,95.0,0.0,0.0,8.4,110.9
2020-01-14 05:00:00,1.49,95.0,0.0,0.0,4.7,58.9
2020-01-14 06:00:00,2.41,92.48,0.0,0.0,1.6,149.7
2020-01-14 07:00:00,0.87,95.0,0.0,0.0,8.0,279.3
2020-01-14 08:00:00,01.02,95.0,0.0,108.82,3.2,359.3
2020-01-14 09:00:00,2.96,95.0,0.0,277.45,7.4,129.4
2020-01-14 10:00:00,01.07,95.0,0.0,429.72,3.9,14.5
2020-01-14 11:00:00,1.75,95.0,0.0,493.24,1.1,60.6
2020-01-14 12:00:00,3.75,95.0,0.0,482.15,3.4,75.4
2020-01-14 13:00:00,4.65,90.28,0.0,551.41,4.9,41.3
2020-01-14 14:00:00,8.46,95.0,9.77,400.99,5.2,237.5
2020-01-14 15:00:00,7.54,90.78,0.0,285.31,5.5,3.2
2020-01-14 16:00:00,7.83,95.0,0.0,177.66,3.1,192.4
2020-01-14 17:00:00,7.43,95.0,0.0,0.0,3.5,266.7
2020-01-14 18:00:00,9.85,89.88,0.0,0.0,8.9,0.7
2020-01-14 19:00:00,11.21,94.44,0.0,0.0,8.4,229.6
2020-01-14 20:00:00,11.05,95.0,0.0,0.0,5.6,161.9
2020-01-14 21:00:00,11.91,95.0,0.0,0.0,3.7,5.2
2020-01-14 22:00:00,9.88,95.0,0.0,0.0,4.3,19.6
2020-01-14 23:00:00,8.59,94.45,0.0,0.0,5.1,261.4
2020-01-15 00:00:00,8.22,95.0,0.0,0.0,4.5,249.0
2020-01-15 01:00:00,8.0,95.0,0.0,0.0,4.4,66.6
2020-01-15 02:00:00,6.4,92.62,0.0,0.0,6.1,206.7
2020-01-15 03:00:00,04.08,95.0,0.0,0.0,3.8,146.1
2020-01-15 04:00:00,4.43,95.0,0.0,0.0,0.9,71.1
2020-01-15 05:00:00,1.76,95.0,0.0,0.0,3.8,171.6
2020-01-15 06:00:00,0.51,95.0,0.0,0.0,4.9,266.9
2020-01-15 07:00:00,0.2,95.0,0.0,0.0,2.0,110.3
2020-01-15 08:00:00,0.9,95.0,0.0,176.69,5.9,341.6
2020-01-15 09:00:00,2.29,95.0,0.0,311.33,6.7,104.6
2020-01-15 10:00:00,1.59,95.0,0.0,358.26,4.5,355.4
2020-01-15 11:00:00,3.3,95.0,0.0,487.9,5.4,296.4
2020-01-15 12:00:00,2.16,95.0,0.0,540.58,5.7,278.2
2020-01-15 13:00:00,5.59,95.0,0.0,425.54,6.4,210.2
2020-01-15 14:00:00,7.89,95.0,0.0,375.06,5.1,11.1
2020-01-15 15:00:00,7.38,95.0,0.0,288.57,5.9,71.1
2020-01-15 16:00:00,7.74,90.76,0.0,134.86,6.0,243.6
2020-01-15 17:00:00,8.7,92.76,0.0,0.0,5.1,84.6
2020-01-15 18:00:00,09.06,95.0,0.0,0.0,1.6,284.0
2020-01-15 19:00:00,9.47,95.0,0.0,0.0,3.4,109.1
2020-01-15 20:00:00,12.04,95.0,0.0,0.0,4.2,255.6
2020-01-15 21:00:00,11.31,95.0,0.0,0.0,3.9,223.9
2020-01-15 22:00:00,10.78,95.0,0.0,0.0,3.6,310.7
2020-01-15 23:00:00,9.45,91.14,0.0,0.0,3.4,111.9
2020-01-16 00:00:00,9.77,92.34,0.0,0.0,6.3,172.2
2020-01-16 01:00:00,7.18,94.59,0.0,0.0,5.9,3.7
2020-01-16 02:00:00,7.18,95.0,0.0,0.0,1.3,344.4
2020-01-16 03:00:00,4.26,95.0,0.0,0.0,3.9,2.4
2020-01-16 04:00:00,2.98,95.0,0.0,0.0,6.3,35.9
2020-01-16 05:00:00,3.84,95.0,0.0,0.0,0.3,91.3
2020-01-16 06:00:00,3.82,95.0,0.0,0.0,6.3,140.8
2020-01-16 07:00:00,0.73,95.0,0.0,0.0,3.2,268.0
2020-01-16 08:00:00,0.07,95.0,0.0,145.44,6.3,184.2
2020-01-16 09:00:00,-0.05,95.0,0.0,264.08,7.7,202.2
2020-01-16 10:00:00,1.95,95.0,0.0,375.55,5.3,244.1
2020-01-16 11:00:00,1.27,95.0,0.0,487.23,5.8,93.5
2020-01-16 12:00:00,4.4,95.0,0.0,520.52,9.0,123.8
2020-01-16 13:00:00,4.48,95.0,0.0,551.81,7.6,336.2
2020-01-16 14:00:00,5.45,95.0,0.0,380.04,3.8,141.1
